Volume,Issue,Publication Year,Editor,Caption,Retail information,Photographer,date_column
214,5,2024,"Wintour, Anna","Kendall Jenner cools off in a Chanel bra top and skirt. To get this look, try: Lumi Glotion, Infallible Full Wear",Chanel bra top and skirt; 800-550-0005 for information.,Mert Alas and Marcus Piggott,2024_06_01
214,4,2024,"Wintour, Anna","Zendaya wears a Dolce & Gabbana Alta Moda dress. Bulgari High Jewelry ring. To get this look, try: Teint Idole",Dress; by special order; dolce gabbana.com. Ring; 800-BULGARI for information.,Annie Leibovitz,2024_05_01
214,3,2024,"Wintour, Anna","Coco Gauff wears a Michael Kors Collection dress. Ana Khouri ear cuff. To get this look, try: Traceless Soft Matte",Dress; michaelkors.com. Ear cuff; anakhouri.com. Tailor: Matthew Neff at Carol Ai Studio.,Annie Leibovitz,2024_04_01
214,2,2024,"Wintour, Anna","Miuccia Prada wears a vintage look from her debut fall 1988 collection. To get this look, try: Face Serum,",,Stef Mitchell,2024_03_01
214,1,2024,"Wintour, Anna","Sienna Miller wears a Gabriela Hearst sweater. To get this look, try: Just Skin Tinted Moisturizer SPF 15, Cheek",Sweater; gabrielahearst.com. Victoria's Secret briefs. Manicurist: Yuko Tsuchihashi. Tailor: Matthew Neff at Carol,Annie Leibovitz,2024_02_01
213,10,2023,"Wintour, Anna","Nicki Minaj wears a Valentino Haute Couture dress. Irene Neuwirth earrings. To get this look, try: Studio",Dress; +33 155-351-600 for information. Earrings; ireneneuwirth.com. Manicurist: Dawn Sterling. Tailor: Cha,Norman Jean Roy,2023_12_01
213,9,2023,"Wintour, Anna","Carey Mulligan wears a Louis Vuitton dress. Tiffany & Co. brooch. To get this look, try: Intensive Serum",Dress; select Louis Vuitton boutiques. Brooch; tiffany.com for information. Manicurist: Ama Quashie. Tailor: Della George.,Jack Davison,2023_11_01
213,8,2023,"Wintour, Anna","Kate Winslet wears a Prada dress and shoes. Van Cleef & Arpels bracelet. To get this look, try: True Match Super-","Dress and shoes; prada.com. Bracelet; vancleefarpels.com. Tailors: Carson Darling-Blair, Jane Law. For artworks",Annie Leibovitz,2023_10_01
213,7,2023,"Wintour, Anna",FROM LEFT: Linda Evangelista wears a Michael Kors Collection coat. D'Accori shoes. Cindy Crawford wears a,On Evangelista: coat; michaelkors.com. Shoes; daccori.com. On Crawford: dress; bottegaveneta.com. Shoes;,Rafael Pavarotti,2023_09_01
213,6,2023,"Wintour, Anna","Olivia Rodrigo wears an Emporio Armani dress. To get this look, try: Forever Glow Veil, Forever Skin Correct in",Dress; armani.com. Manicurist: Riley Miranda. Tailor: Hailey Desjardins.,Théo de Gueltzl,2023_08_01
213,5,2023,"Wintour, Anna",Margot Robbie wears a Versace dress. Chopard Haute Joaillerie earring.,Dress; versace.com. Earring; Chopard boutiques. Manicurist: Tom Bachik using Tweezerman. Tailor: Irina,Ethan James Green,2023_06_01
213,4,2023,"Wintour, Anna","From top to bottom, left to right: Anok Yai, Gigi Hadid, Devon Aoki, and Adut Akech all wear Chanel haute","From top to bottom, left to right: On Yai: Dress; (800) 550-0005 for information. On Hadid: blouse, skirt, and",Annie Leibovitz,2023_05_01
213,3,2023,"Wintour, Anna",Cara Delevingne wears a Saint Laurent by Anthony Vaccarello jacket. Levi's SecondHand jeans. Church's shoes.,Jacket; ysl.com. Jeans; secondhand.levi.com. Shoes; churchfootwear.com. Earrings; tiffany.com. Manicurist:,Annie Leibovitz,2023_04_01
213,2,2023,"Wintour, Anna",Erykah Badu wears a Marni x Erykah Badu coat.,Coat; marni.com. Tailor: Hailey Desjardins.,Jamie Hawkesworth,2023_03_01
213,1,2023,"Wintour, Anna","Florence Pugh wears a Bottega Veneta dress. Tiffany & Co. septum ring. To get this look, try: Double Wear Sheer",Dress; bottega veneta.com. Septum ring; tiffany.com. Manicurist: Dawn Sterling. Tailor: Thao Huynh.,Colin Dodgson,2023_02_01
212,11,2022,"Wintour, Anna","Jennifer Lopez wears a Valentino Haute Couture dress. Hair, Chris Appleton for Color Wow; makeup, Mary",Dress; +33 (155) 351-600 for information. Tailor: Hailey Desjardins.,Annie Leibovitz,2022_12_01
212,10,2022,"Wintour, Anna","Michaela Coel wears a Gucci Made To Measure Dress by Alessandro Michele. Gucci earring. To get this look, try:",Dress; available upon request. Earring; gucci.com.,Malick Bodian,2022_11_01
212,9,2022,"Wintour, Anna","Jennifer Lawrence wears a Dior top, skirt, and belt. To get this look, try: Dior Forever Foundation in 1.5N Matte,","Top, skirt, and belt; Dior boutiques. Manicurist: Ashlie Johnson. Tailor: Susie Kourinian.",Tina Barney,2022_10_01
212,8,2022,"Wintour, Anna","Serena Williams wears a Balenciaga gown. Bulgari High Jewelry earring. To get this look, try: Future Skin Gel",Gown; balenciaga.com. Earring; (800) BVLGARI for information. Manicurist: Dawn Sterling. Tailor: Nino Sanaya.,Luis Alberto Rodriguez,2022_09_01
212,7,2022,"Wintour, Anna","Emma Corrin wears a Louis Vuitton tank dress. Cartier chain necklace. To get this look, try: Studio Fix Mattifine",Tank dress; select Louis Vuitton stores. Vintage hat. Chain necklace; Cartier boutiques. Tailor: Hailey Desjardins.,Jamie Hawkesworth,2022_08_01
212,6,2022,"Wintour, Anna","Dua Lipa wears a Prada dress, top, and shorts.","Dress, top, and shorts; prada .com.",Tyler Mitchell,2022_06_01
212,5,2022,"Wintour, Anna","Rihanna wears an Alaïa bodysuit, glove, and shoes. Chopard earrings. To get this look, try: Pro Filt'r Soft Matte","Alaïa bodysuit, glove, and shoes; Alaïa stores. Chopard earrings; chopard.com/us.",Annie Leibovitz,2022_05_01
212,4,2022,"Wintour, Anna",Model Bella Hadid wears a Maison Margiela Artisanal designed by John Galliano draped top and jeans. To get this,Draped top and jeans; maisonmargiela.com for information.,Ethan James Green,2022_04_01
212,3,2022,"Wintour, Anna","Kim Kardashian wears a Loewe dress. To get this look, try Softsculpt Shaping Stick in Medium; Softsculpt","Dress; loewe.com. Manicurists: Diem Truong, Kim Truong. Tailor: Hasmik Kourinian.",Carlijn Jacobs,2022_03_01
212,2,2022,"Wintour, Anna",Hoyeon Jung wears a Louis Vuitton cape and dress with embroidered sequins. Alexander McQueen earrings. To,"Cape and dress; louis vuitton.com. Earrings; alexandermcqueen.com. Manicurist, Betina Goldstein. Tailor, Aneta",Harley Weir,2022_02_01
II,1,2022,"Wintour, Anna","To get Olivia Wilde's look, try: Vanish Seamless Finish Foundation Stick in Blanc, Ambient Lighting Palette-","Bra top, skirt, and belt; michaelkors.com. Manicurist, Emi Kudo, using Chanel Le Vernis. Tailor, Louise Wallis.",Annie Leibovitz,2022_01_01
211,12,2021,"Wintour, Anna",Sarah Jessica Parker wears a Dolce & Gabbana Alta Moda gown. Dior bracelets. Harwell Godfrey ring.,"Gown, +39 (02) 7788-4730 for information. Bracelets, (800) 929-DIOR for information. Ring, twistonline.com.",Dan Jackson,2021_12_01
211,11,2021,"Wintour, Anna",Adele wears a Valentino Haute Couture dress. Cartier earrings.,"Dress, +33 (155) 351-600 for information. Earrings, (800) CARTIER for information.",Alasdair McLellan,2021_11_01
211,10,2021,"Wintour, Anna","Lorde wears a Schiaparelli top. To get this look, try: Dior Capture Totale Super Potent Serum Foundation in #2N,","Top, 21 place Vendôme 75001 Paris. Manicurist: Megumi Yamamoto. Tailor: Lars Nordensten.",Théo de Gueltzl,2021_10_01
211,9,2021,"Wintour, Anna","On Gerber: Dress, $5,750; tomford.com. On Yai: Dress, $2,990; ralphlauren.com. On Lee: Dress $1,490;",FROM LEFT: Model Kaia Gerber wears Tom Ford. Model Anok Yai wears Ralph Lauren Collection. Model Precious,Ethan James Green,2021_09_01
211,8,2021,"Wintour, Anna","First Lady Jill Biden wears an Oscar de la Renta dress and Tiffany & Co. earrings. Hair, Sally Hershberger;","Tailor, Leah Huntsinger.",Annie Leibovitz,2021_08_01
211,6,2021,"Wintour, Anna","Kaia Gerber wears a Chanel Haute Couture dress. Maria Tash earring. To get this look, try: All Hours Foundation","Dress, price upon request; (800) 550-0005. Earring, $625 for pair; mariatash.com. Manicurist, Emi Kudo, using",Colin Dodgson,2021_06_01
211,5,2021,"Wintour, Anna","Vogue's May issue has two covers featuring the poet Amanda Gorman, Louis Vuitton blanket, a look celebrating","Blanket, worn as a dress, and belt, priced upon request; louisvuitton.com. Ear cuffs worn in hair, $550-$650; auvere.com. Khems Designs",Annie Leibovitz,2021_05_01
211,4,2021,"Wintour, Anna","Selena Gomez wears a Saint Laurent by Anthony Vaccarello dress. Cartier earrings. To get this look, try: Liquid","Dress, price upon request; ysl.com. Cartier High Jewelry earrings, price upon request; (800) CARTIER.",Nadine Ijewere,2021_04_01
211,3,2021,"Wintour, Anna","Model Gigi Hadid wears a Prada coat. To get this look, try: Fit Me Matte + Poreless Foundation, Fit Me! Blush in","Coat, $6,900; prada.com.",Ethan James Green,2021_03_01
211,2,2021,"Wintour, Anna",Vice President-elect Kamala Harris wears a Donald Deal jacket. Converse sneakers.,Retouching: Upper Studios. Printing: Natalie Hail.,Tyler Mitchell,2021_02_01
211,1,2021,"Wintour, Anna","For this issue, Vogue chose four cover stars spanning the worlds of sports, music, fashion, and film NAOMI","On Osaka: Dress, price upon request; louisvuitton.com. Manicurist, Emi Kudo. Tailor, Susie's Customs Designs.",Annie Leibovitz,2021_01_01
210,12,2020,"Wintour, Anna","Blow-Up Musician Harry Styles wears a Gucci jacket and dress. Hair, Malcolm Edwards; makeup, Ammy","Jacket ($4,500) and dress ($53,000); gucci.com. Manicurist, Jenny Longworth. Tailor, Nafisa Tosh.",Tyler Mitchell,2020_12_01
210,11,2020,"Wintour, Anna","Naomi Campbell wears a Dior Haute Couture dress. To get this look, try: Skin Fetish: Sublime Perfection","Dress, price upon request; special order at (800) 929-DIOR. Tailor, Thao Hyunh",Ethan James Green,2020_11_01
210,10,2020,"Wintour, Anna",Musician Lizzo wears a Valentino dress. Jason of Beverly Hills earrings. Rings and bracelets by Chopard and,"Dress, $5,900; Valentino, NYC. Earrings, $16,995; jasonofbh.com. Chopard rings and bracelet, priced upon",Hype Williams,2020_10_01
210,9,2020,"Wintour, Anna",Vogue commissioned a pair of covers from the contemporary artists Kerry James Marshall and Jordan Casteel.,In artwork by Kerry James Marshall: Dress; off---white.com. In portrait of Aurora James by Jordan Casteel:,"KERRY JAMES MARSHALL PORTRAIT: UNTITLED, 2020, ACRYLIC ON PVC BOARD",2020_09_01
210,8,2020,"Wintour, Anna","Champion gymnast Simone Biles wears a Bottega Veneta bodysuit. To get this look, try: Luminous Silk","Cashmere bodysuit, $1,520: bottegaveneta.com. Tailor, Kristie Shackelford.",Annie Leibovitz,2020_08_01
210,6,2020,"Wintour, Anna",,,"'COLOUR WONDER,' LONDON",2020_06_01
210,5,2020,"Wintour, Anna","Actor Gal Gadot wears a Louis Vuitton dress. Tiffany & Co. earring. To get this look, try: PhotoReady Candid Glow","Dress, price upon request; (866) VUITTON. Tiffany & Co. Tiffany Victoria diamond earring, $9,000 for pair;",Annie Leibovitz,2020_05_01
210,4,2020,"Wintour, Anna","FROM LEFT, model Ugbad Abdi wears an American Eagle vest. Saint Laurent by Anthony Vaccarello dress. Celine","On Abdi: Denim vest, $50; ae.com. Dress, price upon request; Saint Laurent, NYC. Scarf (on head), $640;",Tyler Mitchell,2020_04_01
210,3,2020,"Wintour, Anna","Eilish wears a Prada Linea Rossa jacket. Chanel earrings. Jacob & Co. ring. Hair, Holli Smith; makeup, Fara","Jacket, $2,690; select Prada stores. Earrings, $1,175; select Chanel stores. Diamond ring, price upon request;",Harley Weir,2020_03_01
210,2,2020,"Wintour, Anna","Actor Florence Pugh wears a Marc Jacobs blazer, vest, and scarf. Stephen Jones for Marc Jacobs hat. Van Cleef &","Blazer ($2,200), vest ($895), and scarf (price upon request); marcjacobs.com. Hat, price upon request;",Daniel Jackson,2020_02_01
210,1,2020,"Wintour, Anna","Oscar de la Renta caftan. Azlee black enamel rings. Irene Neuwirth tourmaline ring. Hair, Sally Hershberger;","Caftan, $5,490; Oscar de la Renta stores. Hirotaka diamond earring, $380 for single earring; hiro-taka.com.",Tonne Goodman,2020_01_01
209,12,2019,"Wintour, Anna",Phoebe Waller-Bridge wears a Saint Laurent by Anthony Vaccarello dress. Dries Van Noten ring. Nikos Koulis,"Dress, price upon request; Saint Laurent, NYC. Ring, $390; Bergdorf Goodman, NYC. Cuff bracelet, $11,640;",Ethan James Green,2019_12_01
209,11,2019,"Wintour, Anna","Rihanna wears a Fenty tulle coat. Forevermark earrings. To get this look, try: Pro Filt'r Instant Retouch Primer,","Tulle coat, $2,320; fenty.com. Forevermark Alchemy Collection by Jade Trau diamond earrings, price upon",Ethan James Green,2019_11_01
209,10,2019,"Wintour, Anna","Olivia Colman wears a Dolce & Gabbana cape and pants. Bvlgari ring. Hermès boots. To get this look, try: Double",Cape (price upon request) and pants ($795); select Dolce & Gabbana stores. White gold ring with diamonds and,Annie Leibovitz,2019_10_01
209,9,2019,"Wintour, Anna","Taylor Swift wears a Louis Vuitton jumpsuit. Rings by Cartier and Bvlgari. To get this look, try: Dream Urban","Jumpsuit, price upon request; select Louis Vuitton stores. Cartier ring, $1,770; Cartier stores. Bvlgari ring,",Inez & Vinoodh,2019_09_01
209,8,2019,"Wintour, Anna",Dangerous Woman Singer Ariana Grande (with her dog Toulouse) wears a Dior dress and bodysuit. Eric Javits,"Dress and bodysuit; priced upon request; Dior stores. Hat, custommade upon request; ericjavits.com. Ear cuff,",Annie Leibovitz,2019_08_01
209,7,2019,"Wintour, Anna","Let's Go, Margot! Margot Robbie wears a Burberry shirt. John Hardy necklaces. To get this look, try: Ultra Le","Shirt, $2,190; burberry.com. Sterling-silver necklace with citrine drop ($2,895) and sterling-silver wrap necklace",Inez & Vinoodh,2019_07_01
209,6,2019,"Wintour, Anna","Actor Zendaya wears a Ralph Lauren Collection dress. To get this look, try: Absolue Revitalizing & Brightening","Dress, $4,990; select Ralph Lauren stores.",Tyler Mitchell,2019_06_01
209,5,2019,"Wintour, Anna","All That Glitters: Kim Kardashian West wears a Chanel top and Irene Neuwirth necklace. To get this look, try:","Top, $2,100; select Chanel stores. Necklace, $11,940; ireneneuwirth.com. Tailor, Susie Kourinian. Manicure, Tom",Mikael Jansson,2019_05_01
